,Unnamed: 0,class,language,question,pos,ner
1006,1006,DATE,nl,Wanneer vond de ramp in Tsjernobyl plaats?,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', 'LOC', '', '']"
1007,1007,DATE,en,When did the Chernobyl disaster take place?,"['ADV', 'VERB', 'DET', 'PROPN', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","['', '', '', 'GPE', '', '', '', '']"
1008,1008,MEASURE,es,¿En cuántos países se dividió la URSS?,"['PUNCT', 'ADP', 'NOUN', 'ADJ', 'PRON', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', '', '', '', 'ORG', '']"
1009,1009,MEASURE,it,In quanti paesi era divisa l'URSS?,"['ADP', 'DET', 'NOUN', 'AUX', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '']"
1010,1010,MEASURE,nl,In hoeveel landen werd de voormalige Sovjet-Unie verdeeld?,"['ADP', 'NUM', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', '', 'LOC', '', 'LOC', '', '']"
1011,1011,MEASURE,en,How many countries was the USSR divided into?,"['ADV', 'ADJ', 'NOUN', 'VERB', 'DET', 'PROPN', 'VERB', 'ADP', 'PUNCT']","['', '', '', '', '', 'GPE', '', '', '']"
1012,1012,MEASURE,es,¿Cuántas personas se estima que morirán a causa de la catástrofe de Chernobil?,"['PUNCT', 'DET', 'NOUN', 'PRON', 'VERB', 'SCONJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '', '', '', 'MISC', '']"
1013,1013,MEASURE,it,Quante persone si stima che moriranno a causa del disastro di Chernobyl?,"['DET', 'NOUN', 'PRON', 'VERB', 'SCONJ', 'VERB', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', '']"
1014,1014,MEASURE,nl,Hoeveel mensen zullen sterven als een gevolg van Tsjernobyl?,"['NUM', 'NOUN', 'VERB', 'VERB', 'CONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', 'LOC', '']"
1015,1015,MEASURE,en,How many people is it estimated will die as a result of the Chernobyl disaster?,"['ADV', 'ADJ', 'NOUN', 'VERB', 'PRON', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', 'GPE', '', '']"
1016,1016,MEASURE,es,¿Cuál es la tasa de suicidios en el mundo?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '']"
1017,1017,MEASURE,it,Qual è la percentuale di suicidi nel mondo?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
1018,1018,MEASURE,nl,Welk deel van de wereldbevolking pleegt zelfmoord?,"['PRON', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
1019,1019,MEASURE,en,What is the world suicide rate?,"['PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '']"
1020,1020,MEASURE,es,¿Cuánto mide el Everest?,"['PUNCT', 'PROPN', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', 'LOC', '', '', 'LOC', '']"
1021,1021,MEASURE,it,Quanto è alto il monte Everest?,"['PRON', 'VERB', 'ADJ', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', 'LOC', '']"
1022,1022,MEASURE,nl,Hoe hoog is de Mount Everest?,"['ADV', 'ADJ', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', 'LOC', '']"
1023,1023,MEASURE,en,How high is the Everest?,"['ADV', 'ADJ', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', '']"
1024,1024,ORGANIZATION,es,¿Qué significa OLP?,"['PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', 'ORG', '']"
1025,1025,ORGANIZATION,it,Cosa significa la sigla OLP?,"['PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', 'ORG', '']"
1026,1026,ORGANIZATION,nl,Waar staat PLO voor?,"['ADV', 'VERB', 'NOUN', 'ADV', 'PUNCT']","['', '', 'ORG', '', '']"
1027,1027,ORGANIZATION,en,What does PLO stand for?,"['PRON', 'VERB', 'PROPN', 'VERB', 'ADP', 'PUNCT']","['', '', 'ORG', '', '', '']"
1028,1028,MEASURE,es,"¿Cuántos países asistieron a la conferencia ""MED 21""?","['PUNCT', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'NUM', 'PUNCT', 'PUNCT']","['', 'ORG', '', '', '', '', '', '', '', '', '', '']"
1029,1029,MEASURE,it,"Quanti paesi hanno partecipato alla conferenza ""MED 21""?","['DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'NUM', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', 'MISC', '', '', '']"
1030,1030,MEASURE,nl,"Hoeveel landen woonden de ""MED 21"" conferentie bij?","['NUM', 'NOUN', 'VERB', 'DET', 'PUNCT', 'NOUN', 'NUM', 'PUNCT', 'NOUN', 'ADV', 'PUNCT']","['', '', '', '', '', 'MISC', '', '', '', '', '']"
1031,1031,MEASURE,en,"How many countries attended the ""MED 21"" conference?","['ADV', 'ADJ', 'NOUN', 'VERB', 'DET', 'PUNCT', 'PROPN', 'NUM', 'PUNCT', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'ORG', 'CARDINAL', '', '', '']"
1032,1032,PERSON,es,¿Quién es el presidente de la Autoridad Nacional Palestina?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', 'ORG', 'ORG', 'ORG', '']"
1033,1033,PERSON,it,Chi è il presidente dell'Autorità Nazionale Palestinese?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', 'ORG', '']"
1034,1034,PERSON,nl,Wie is de voorzitter van de Palestijnse Nationale Autoriteit?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'X', 'X', 'PUNCT']","['', '', '', '', '', '', 'ORG', 'ORG', 'ORG', '']"
1035,1035,PERSON,en,Who is the president of the Palestinian National Authority?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', '']"
1036,1036,DATE,es,¿Qué día comenzó la intifada?,"['PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '']"
1037,1037,DATE,it,In quale giorno è iniziata la Intifada?,"['ADP', 'DET', 'NOUN', 'AUX', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '']"
1038,1038,DATE,nl,Wanneer is de intifada uitgebroken?,"['CONJ', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', '']"
1039,1039,DATE,en,What day did the Intifada begin?,"['DET', 'NOUN', 'VERB', 'DET', 'PROPN', 'VERB', 'PUNCT']","['DATE', 'DATE', '', '', 'GPE', '', '']"
1040,1040,ORGANIZATION,es,¿Qué empresa británica pertenece al consorcio Airbus?,"['PUNCT', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', 'ORG', '']"
1041,1041,ORGANIZATION,it,Quale compagnia britannica appartiene al consortium Airbus?,"['DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '']"
1042,1042,ORGANIZATION,nl,Welk Brits bedrijf neemt deel uit van Airbus?,"['PRON', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADV', 'NOUN', 'NOUN', 'PUNCT']","['LOC', 'LOC', '', '', '', '', '', 'ORG', '']"
1043,1043,ORGANIZATION,en,What British company belongs to the Airbus consortium?,"['PRON', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT']","['', 'NORP', '', '', '', '', 'ORG', '', '']"
1044,1044,MEASURE,es,¿Cuántas personas murieron en el accidente de un Airbus en el aeropuerto de Nagoya?,"['PUNCT', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', 'ORG', '', '', 'LOC', 'LOC', 'LOC', '']"
1045,1045,MEASURE,it,Quante persone sono morte nell'incidente dell'Airbus all'aeroporto di Nagoya?,"['DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'DET', 'PROPN', 'X', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'ORG', '', 'LOC', 'LOC', 'LOC', '']"
1046,1046,MEASURE,nl,Hoeveel mensen kwamen om bij het verongelukken van een Airbus bij de luchthaven van Nagoya?,"['NUM', 'NOUN', 'VERB', 'CONJ', 'ADP', 'DET', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'ORG', '', '', '', '', 'LOC', '']"
1047,1047,MEASURE,en,How many people died in the Airbus accident at the Nagoya airport?,"['ADV', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'ORG', '', '', '', 'GPE', '', '']"
1048,1048,MEASURE,es,¿Cuántos habitantes hay en el mundo?,"['PUNCT', 'PROPN', 'NOUN', 'AUX', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', 'ORG', '', '', '', '', '', '']"
1049,1049,MEASURE,it,A quanto ammonta la popolazione mondiale?,"['ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '']"
1050,1050,MEASURE,nl,Hoeveel mensen telt de wereldbevolking?,"['NUM', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
1051,1051,MEASURE,en,What is the world population?,"['PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
1052,1052,DATE,es,¿Cuándo se fundó la Internacional Socialista?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', 'MISC', 'MISC', 'MISC']"
1053,1053,DATE,it,Quando venne fondata l'Internazionale Socialista?,"['ADV', 'AUX', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'ORG', 'ORG', '']"
1054,1054,DATE,nl,Wanneer is de Socialistische Internationale opgericht?,"['CONJ', 'VERB', 'DET', 'ADJ', 'X', 'VERB', 'PUNCT']","['', '', '', 'ORG', 'ORG', '', '']"
1055,1055,DATE,en,When was the International Socialist Organization founded?,"['ADV', 'VERB', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', '', 'ORG', 'ORG', 'ORG', 'ORG', '', '']"
1056,1056,OTHER,es,¿Qué premio Nobel fue concedido a Willy Brandt?,"['PUNCT', 'DET', 'NOUN', 'PROPN', 'AUX', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', 'MISC', 'MISC', '', '', '', 'PER', 'PER', '']"
1057,1057,OTHER,it,Con quale Nobel venne premiato Willy Brandt?,"['ADP', 'DET', 'PROPN', 'AUX', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', 'PER', '', '', 'PER', 'PER', '']"
1058,1058,OTHER,nl,Welke Nobelprijs werd uitgereikt aan Willy Brandt?,"['PRON', 'NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'PROPN', 'PUNCT']","['', 'MISC', '', '', '', 'PER', 'PER', '']"
1059,1059,OTHER,en,What Nobel Prize was Willy Brandt awarded?,"['PRON', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', 'WORK_OF_ART', 'WORK_OF_ART', '', 'PERSON', 'PERSON', '', '']"
1060,1060,LOCATION,es,¿Dónde se celebraron los Juegos Olímpicos de 1996?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'PUNCT']","['', 'LOC', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC']"
1061,1061,LOCATION,it,Dove si svolgeranno le Olimpiadi nel 1996?,"['ADV', 'PRON', 'VERB', 'DET', 'PROPN', 'NOUN', 'NUM', 'PUNCT']","['', '', '', '', 'MISC', '', '', '']"
1062,1062,LOCATION,nl,Waar vonden de Olympische Spelen in 1996 plaats?,"['ADV', 'VERB', 'DET', 'NOUN', 'PROPN', 'ADP', 'NUM', 'NOUN', 'PUNCT']","['', '', '', 'MISC', 'MISC', '', '', '', '']"
1063,1063,LOCATION,en,Where did the 1996 Olympic Games take place?,"['ADV', 'VERB', 'DET', 'NUM', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'PUNCT']","['', '', '', 'DATE', 'EVENT', 'EVENT', '', '', '']"
1064,1064,OTHER,es,¿De qué nacionalidad es el pintor Piet Mondrian?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', '', '', '', 'PER', 'PER', '']"
1065,1065,OTHER,it,Di quale nazionalità è il pittore Piet Mondrian?,"['ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'PER', 'PER', '']"
1066,1066,OTHER,nl,Uit welk land is Piet Mondriaan afkomstig?,"['ADP', 'PRON', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'ADJ', 'PUNCT']","['', '', '', '', 'PER', 'PER', '', '']"
1067,1067,OTHER,en,What country is the painter Piet Mondrian from?,"['PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'PROPN', 'PROPN', 'ADP', 'PUNCT']","['', '', '', '', '', 'PERSON', 'PERSON', '', '']"
1068,1068,LOCATION,es,¿En que ciudad está el Museo del Prado?,"['PUNCT', 'ADP', 'SCONJ', 'NOUN', 'VERB', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC']"
1069,1069,LOCATION,it,In quale città si trova il Museo del Prado?,"['ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
1070,1070,LOCATION,nl,In welke stad is het Prado Museum?,"['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', 'LOC', '']"
1071,1071,LOCATION,en,What city is the Prado Museum in?,"['DET', 'NOUN', 'VERB', 'DET', 'PROPN', 'PROPN', 'ADP', 'PUNCT']","['', '', '', 'ORG', 'ORG', 'ORG', '', '']"
1072,1072,MEASURE,es,"¿Cuánto se pagó por el grabado ""La femme qui pleure I"" del pintor español Pablo Picasso?","['PUNCT', 'PRON', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'VERB', 'CONJ', 'PUNCT', 'ADP', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'PUNCT']","['', 'LOC', '', '', '', '', '', '', '', '', '', '', 'MISC', '', '', '', '', 'PER', 'PER', '']"
1073,1073,MEASURE,it,"Quanto è stata pagata ""La Femme qui Pleure I"", un'incisione del pittore spagnolo Pablo Picasso?","['PRON', 'AUX', 'AUX', 'VERB', 'PUNCT', 'DET', 'PROPN', 'ADV', 'PROPN', 'ADJ', 'PUNCT', 'PUNCT', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'MISC', 'MISC', '', 'PER', 'PER', '', '', '', '', '', '', '', 'PER', 'PER', '']"
1074,1074,MEASURE,nl,"Hoeveel werd betaald voor ""Huilende Vrouw"", een gravure van de Spaanse schilder Pablo Picasso?","['NUM', 'VERB', 'VERB', 'ADP', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'PER', 'PER', '', '', '', '', '', '', '', '', 'PER', 'PER', '']"
1075,1075,MEASURE,en,"How much was paid for ""La Femme qui Pleure I"", an engraving by the Spanish painter Pablo Picasso?","['ADV', 'ADJ', 'VERB', 'VERB', 'ADP', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PRON', 'PUNCT', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', '', '', '', '', '', '', 'NORP', '', 'PERSON', 'PERSON', '']"
1076,1076,LOCATION,es,¿En qué ciudad está Broadway?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'AUX', 'PROPN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC']"
1077,1077,LOCATION,it,In quale città si trova Broadway?,"['ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', '']"
1078,1078,LOCATION,nl,"In welke stad is ""Broadway""?","['ADP', 'PRON', 'NOUN', 'VERB', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT']","['', '', '', '', '', 'LOC', '', '']"
1079,1079,LOCATION,en,"What city is ""Broadway"" in?","['DET', 'NOUN', 'VERB', 'PUNCT', 'PROPN', 'PUNCT', 'ADP', 'PUNCT']","['', '', '', '', 'WORK_OF_ART', '', '', '']"
1080,1080,PERSON,es,"¿Cuál era el verdadero nombre del presidente yugoslavo ""Tito""?","['PUNCT', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', 'PER', '', '']"
1081,1081,PERSON,it,"Qual era il vero nome del presidente Yugoslavo ""Tito""?","['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'DET', 'NOUN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', 'PER', 'PER', 'PER', '', '']"
1082,1082,PERSON,nl,"Wat was de volledige naam van de Joegoslavische president ""Tito""?","['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', '', '', 'PER', '', '']"
1083,1083,PERSON,en,"What was the real name of the Yugoslavian president ""Tito""?","['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', 'NORP', '', '', '', '', '']"
1084,1084,LOCATION,es,¿Cuál es la capital de Croacia?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['LOC', 'LOC', '', '', '', '', 'LOC', '']"
1085,1085,LOCATION,it,Qual è la capitale della Croazia?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PROPN', 'PUNCT']","['LOC', '', '', '', '', 'LOC', '']"
1086,1086,LOCATION,nl,Wat is de hoofdstad van Kroatië?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', 'LOC', '']"
1087,1087,LOCATION,en,What is the capital of Croatia?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', 'GPE', '']"
1088,1088,MEASURE,es,¿Cuántos habitantes tiene Bélgica?,"['PUNCT', 'PROPN', 'NOUN', 'VERB', 'PROPN', 'PUNCT']","['', 'ORG', '', '', 'LOC', '']"
1089,1089,MEASURE,it,A quanto ammonta la popolazione del Belgio?,"['ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '']"
1090,1090,MEASURE,nl,Hoeveel inwoners telt België?,"['NUM', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","['', '', '', 'LOC', '']"
1091,1091,MEASURE,en,What is the population of Belgium?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', 'GPE', '']"
1092,1092,LOCATION,es,¿Qué país es el mayor consumidor de alcohol?,"['PUNCT', 'DET', 'NOUN', 'AUX', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '']"
1093,1093,LOCATION,it,In quale paese si registra il maggior consumo di alcool?,"['ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '']"
1094,1094,LOCATION,nl,Welk land heeft de hoogste alcoholconsumptie?,"['PRON', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '']"
1095,1095,LOCATION,en,What country is the largest consumer of alcohol?,"['PRON', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
1096,1096,LOCATION,es,¿En qué país está Tegucigalpa?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'AUX', 'PROPN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC']"
1097,1097,LOCATION,it,In quale Paese si trova Tegucigalpa?,"['ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'PROPN', 'PUNCT']","['', '', 'LOC', '', '', 'LOC', '']"
1098,1098,LOCATION,nl,In welk land ligt Tegucigalpa?,"['ADP', 'PRON', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","['', '', '', '', 'LOC', '']"
1099,1099,LOCATION,en,What country is Tegucigalpa in?,"['PRON', 'NOUN', 'VERB', 'PROPN', 'ADV', 'PUNCT']","['', '', '', 'GPE', '', '']"
1100,1100,PERSON,es,"¿Quién es el autor de ""El lago de los Cisnes""?","['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PUNCT']","['PER', 'PER', '', '', '', '', '', '', 'LOC', 'LOC', 'LOC', 'LOC', '', '']"
1101,1101,PERSON,it,"Chi è l'autore de ""Il Lago dei Cigni""?","['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT', 'DET', 'NOUN', 'DET', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', 'LOC', 'LOC', '', '']"
1102,1102,PERSON,nl,"Wie is de componist van ""Het Zwanenmeer""?","['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', '', '']"
1103,1103,PERSON,en,"Who is the author of ""Swan Lake""?","['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', 'WORK_OF_ART', 'WORK_OF_ART', '', '']"
1104,1104,DATE,es,¿Cuándo se otorgó el primer premio Nobel?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'MISC', 'MISC', 'MISC']"
1105,1105,DATE,it,Quando è stato conferito il primo Premio Nobel?,"['ADV', 'AUX', 'AUX', 'VERB', 'DET', 'ADJ', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'MISC', 'MISC', 'MISC']"
1106,1106,DATE,nl,Wanneer werd de eerste Nobelprijs uitgereikt?,"['ADV', 'VERB', 'DET', 'NUM', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', 'MISC', '', '']"
1107,1107,DATE,en,When was the first Nobel Prize awarded?,"['ADV', 'VERB', 'DET', 'ADJ', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', '', '', 'ORDINAL', 'WORK_OF_ART', 'WORK_OF_ART', '', '']"
1108,1108,PERSON,es,¿Quién fue el presidente de los EEUU durante la Segunda Guerra Mundial?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['PER', 'PER', '', '', '', '', '', 'LOC', '', '', 'MISC', 'MISC', 'MISC', '']"
1109,1109,PERSON,it,Chi era il Presidente degli Stati Uniti durante la Seconda Guerra Mondiale?,"['PRON', 'VERB', 'DET', 'NOUN', 'DET', 'PROPN', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', 'ORG', 'ORG', 'ORG', 'ORG', '', '', 'MISC', 'MISC', 'MISC', '']"
1110,1110,PERSON,nl,Wie was president van de Verenigde Staten tijdens de Tweede Wereldoorlog?,"['PRON', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'ADP', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', 'LOC', '', '', 'MISC', 'MISC', '']"
1111,1111,PERSON,en,Who was the president of the United States during World War II?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'GPE', 'GPE', 'GPE', '', 'EVENT', 'EVENT', 'EVENT', '']"
1112,1112,DATE,es,¿Cuándo se disolvió la ex Yugoslavia?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'ADJ', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'ORG', '']"
